 0.01000  3.67837E-01 -8.37646E-21  3.54218E-06  5.65750E-06  1.02815E-14  1.15955E-06
 0.03990  3.69114E-01 -1.30953E-14 -4.73938E-12  1.26262E-11  1.29629E-11  2.87876E-11
 0.06980  3.71902E-01 -2.45701E-07  1.29906E-16  3.81972E-04  5.60457E-11  7.07462E-11
 0.09970  3.76173E-01 -1.92023E-05  1.60765E-16  1.06934E-03  3.93142E-10 -8.99263E-11
 0.12960  3.81834E-01 -1.19730E-04  5.24843E-15  2.18652E-03  3.03325E-10 -5.09458E-10
 0.15950  3.88713E-01 -3.18806E-04  4.63050E-16  3.45598E-03 -2.14266E-10 -1.19370E-09
 0.18940  3.96639E-01 -5.85596E-04  1.87266E-09  8.66246E-10 -1.16130E-09 -2.14449E-09
 0.21930  4.05431E-01 -8.80494E-04  8.37022E-10  4.25342E-09 -2.54024E-09 -3.36343E-09
 0.24920  4.14861E-01 -1.10799E-03 -5.98348E-09 -3.49129E-09 -4.35471E-09 -4.85574E-09
 0.27910  4.24730E-01 -1.01483E-03 -6.32195E-09 -6.68477E-09 -6.61103E-09 -6.63123E-09
 0.30900  4.35053E-01 -2.20308E-04 -1.75069E-10 -5.33137E-09 -9.32086E-09 -8.69932E-09
 0.33890  4.46157E-01  1.55770E-03  1.24372E-08  5.19310E-10 -1.16268E-08 -9.68885E-09
 0.36880  4.58523E-01  4.26937E-03  5.48451E-09  8.07932E-09 -7.43919E-09 -1.10957E-08
 0.39870  4.72493E-01  7.51967E-03 -6.24754E-09 -2.54403E-09  3.22645E-09 -1.29780E-08
 0.42860  4.88097E-01  1.07846E-02 -6.51617E-09 -6.21635E-09  4.75520E-09 -5.73689E-09
 0.45850  5.05093E-01  1.36469E-02  4.68097E-09 -2.94016E-09 -2.85335E-09  1.06454E-08
 0.48840  5.23139E-01  1.58842E-02  4.22488E-09 -3.93400E-09  5.03649E-09  5.90475E-09
 0.51830  5.41906E-01  1.74373E-02 -7.90745E-09 -9.22333E-09  4.72287E-09 -1.22249E-09
 0.54820  5.61133E-01  1.83442E-02 -7.27609E-09 -2.62207E-09 -3.79929E-09 -1.07279E-08
 0.57810  5.80632E-01  1.86872E-02 -3.23219E-09  7.64703E-09 -2.13227E-09 -6.23814E-09
 0.60800  6.00272E-01  1.85617E-02  2.11105E-10  9.96326E-09  9.73640E-09  1.22617E-08
 0.63790  6.19970E-01  1.80603E-02  3.05315E-09  4.32829E-09 -4.38190E-09 -3.82585E-09
 0.66780  6.39670E-01  1.72657E-02  5.29896E-09 -9.26701E-09 -2.07510E-09  4.95765E-09
 0.69770  6.59341E-01  1.62491E-02 -1.66524E-09 -7.56675E-09  2.55153E-09  3.74511E-09
 0.72760  6.78966E-01  1.50702E-02 -3.84218E-09  1.94449E-09  9.49332E-09 -7.46792E-09
 0.75750  6.98536E-01  1.37778E-02  1.34464E-09  1.63631E-08 -8.50589E-09 -1.00274E-08
 0.78740  7.18051E-01  1.24105E-02  1.17014E-09  4.05623E-09 -1.91235E-09 -3.97107E-09
 0.81730  7.37514E-01  1.10007E-02 -2.20945E-09  1.76223E-09 -6.00738E-09 -8.63898E-09
 0.84720  7.56928E-01  9.57391E-03 -8.80376E-09  9.49448E-09  3.14434E-09 -1.21132E-08
 0.87710  7.76303E-01  8.14779E-03 -7.50957E-09  1.43610E-09  5.78626E-09 -1.62906E-09
 0.90700  7.95643E-01  6.74054E-03  7.60308E-09 -1.14557E-08 -1.35794E-09  1.06105E-08
 0.93690  8.14958E-01  5.35989E-03  1.17197E-09 -8.29143E-09 -8.46085E-09  9.19312E-09
 0.96680  8.34253E-01  4.01856E-03 -1.72524E-09  7.92569E-10 -1.55049E-08 -5.92541E-09
 0.99670  8.53537E-01  2.71887E-03 -1.10568E-09  1.57828E-08 -8.51234E-10 -1.58988E-08
 1.02660  8.72812E-01  1.46798E-03 -2.57267E-09  7.15659E-09 -5.92273E-09 -7.14444E-09
 1.05650  8.92089E-01  2.68298E-04 -7.76712E-09 -1.08439E-08 -7.87766E-09  7.60521E-09
 1.08640  9.11370E-01 -8.81341E-04 -1.05235E-08  1.42707E-09  7.24305E-09  6.52779E-09
 1.11630  9.30658E-01 -1.97571E-03 -5.31273E-09 -2.50046E-09  1.32879E-08 -6.03666E-09
 1.14620  9.49961E-01 -3.01733E-03 -1.52329E-09 -9.20202E-09  9.07398E-09 -9.19517E-09
 1.17610  9.69279E-01 -4.00871E-03  8.05596E-10 -1.87252E-08 -5.39858E-09 -2.94769E-09
 1.20600  9.88615E-01 -4.94691E-03 -3.66163E-09 -1.03704E-08 -9.05158E-09 -4.14986E-09
 1.23590  1.00797E+00 -5.83433E-03 -7.98085E-09  7.21864E-09 -1.86551E-09 -1.28144E-08
 1.26580  1.02736E+00 -6.67478E-03 -5.09223E-09  1.06133E-08 -6.31041E-09 -3.14125E-09
 1.29570  1.04676E+00 -7.46906E-03  5.01049E-09 -1.89335E-10 -8.11377E-09 -1.13431E-08
 1.32560  1.06620E+00 -8.21666E-03  1.63338E-08 -7.28271E-09  8.36799E-10 -7.35500E-09
 1.35550  1.08566E+00 -8.92116E-03  1.10323E-08 -6.39298E-09  1.03922E-08  4.64872E-09
 1.38540  1.10515E+00 -9.58475E-03 -1.09072E-08  2.48315E-09  9.91946E-09  9.08469E-09
 1.41530  1.12467E+00 -1.02110E-02 -8.19508E-09  3.55374E-09 -5.80981E-10  5.95843E-09
 1.44520  1.14422E+00 -1.07981E-02  1.91982E-08 -3.17825E-09 -1.40963E-08  1.20462E-09
 1.47510  1.16380E+00 -1.13491E-02  1.41981E-08 -3.54467E-09 -1.06570E-08 -2.96257E-09
 1.50500  1.18341E+00 -1.18668E-02 -1.10419E-08  6.59866E-09  9.77395E-09 -6.56379E-09
 1.53490  1.20305E+00 -1.23523E-02 -1.07934E-08  8.98221E-10  1.98429E-09  6.76981E-09
 1.56480  1.22272E+00 -1.28083E-02  1.25426E-08 -1.24054E-08 -1.27042E-08  3.18740E-09
 1.59470  1.24242E+00 -1.32358E-02  1.72156E-04  6.54636E-09 -1.72156E-04  6.54665E-09
 1.62460  1.26215E+00 -1.36351E-02 -9.51827E-09 -1.24400E-09  1.12648E-08  1.17585E-09
 1.65450  1.28191E+00 -1.40083E-02 -6.47803E-09 -1.00313E-08  5.60874E-09  5.02688E-09
 1.68440  1.30170E+00 -1.43575E-02 -1.87705E-09  7.95655E-09 -4.79254E-10 -1.15336E-08
 1.71430  1.32152E+00 -1.46841E-02  1.17010E-09  1.33979E-08 -1.25873E-09 -9.43857E-09
 1.74420  1.34137E+00 -1.49886E-02  2.66309E-09  6.29327E-09  3.24977E-09  1.13098E-08
 1.77410  1.36124E+00 -1.52730E-02  2.61680E-09 -1.33790E-08 -8.77928E-10  1.64560E-08
 1.80400  1.38114E+00 -1.55379E-02  2.56317E-09 -5.61720E-09 -1.36610E-08  6.00106E-09
 1.83390  1.40107E+00 -1.57847E-02  3.15586E-09  1.18681E-08 -5.20212E-09 -1.59203E-09
 1.86380  1.42103E+00 -1.60137E-02 -4.09228E-09  1.01330E-08  6.60816E-09 -7.76474E-09
 1.89370  1.44101E+00 -1.62260E-02 -1.22095E-08 -4.29434E-09  3.34921E-09 -1.26149E-09
 1.92360  1.46101E+00 -1.64231E-02  2.82022E-09 -8.54115E-09 -1.03897E-08  1.28509E-08
 1.95350  1.48104E+00 -1.66058E-02  1.89114E-09  9.68220E-09  4.37489E-09 -7.96745E-09
 1.98340  1.50110E+00 -1.67752E-02 -1.00492E-08 -3.27875E-09  7.91721E-09  1.85380E-09
 2.01330  1.52117E+00 -1.69313E-02 -1.37681E-08 -8.82719E-09  6.98882E-09  3.25642E-10
 2.04320  1.54128E+00 -1.70751E-02 -1.31065E-04  3.99473E-09  1.31065E-04  3.99514E-09
 2.07310  1.56140E+00 -1.72076E-02 -1.43677E-04  4.94102E-09  1.43677E-04  4.94052E-09
 2.10300  1.58155E+00 -1.73289E-02 -1.57146E-04  6.06850E-09  1.57146E-04  6.06865E-09
 2.13290  1.60171E+00 -1.74400E-02 -1.71498E-04  7.41637E-09  1.71498E-04  7.41645E-09
 2.16280  1.62190E+00 -1.75416E-02 -1.86757E-04  9.00732E-09  1.86757E-04  9.00719E-09
 2.19270  1.64211E+00 -1.76337E-02 -5.75153E-09 -4.34202E-09  6.56808E-09  3.60260E-09
 2.22260  1.66234E+00 -1.77170E-02 -1.35258E-08 -2.50998E-09  1.19364E-08 -1.80767E-09
 2.25250  1.68258E+00 -1.77919E-02 -9.25971E-11  6.01815E-09 -5.82176E-09  1.28702E-09
 2.28240  1.70285E+00 -1.78593E-02  3.61026E-10 -8.16183E-09 -6.32879E-09  6.17168E-09
 2.31230  1.72314E+00 -1.79194E-02  4.20685E-09 -1.42288E-08  1.04307E-08  1.28505E-08
 2.34220  1.74344E+00 -1.79729E-02  1.17565E-08 -8.62403E-09 -1.73675E-09  4.83897E-09
 2.37210  1.76376E+00 -1.80199E-02  1.34123E-08  3.60329E-09 -9.58065E-09  5.31515E-10
 2.40200  1.78410E+00 -1.80605E-02  9.25078E-09  4.47214E-09 -1.31028E-08 -9.41287E-11
